"tournament_a1_3wayBattle.dialogueList22.dialogueContent1.words";"PLACEHOLDER Our Employer has kindly added taking this group to contract as a bonus. If we want to make some extra C-bills we can take them out if we want.";"PLACEHOLDER Our Employer has kindly added taking this group to contract as a bonus. If we want to make some extra C-bills we can take them out if we want.";;
"tournament_a1_3wayBattle.dialogueList23.dialogueContent0.words";"PLACEHOLDER Another {TEAM_EMP.FactionDef.Demonym} lance has dropped in Commander! This is the Primary Objective Version.";"PLACEHOLDER Another {TEAM_EMP.FactionDef.Demonym} lance has dropped in Commander! This is the Primary Objective Version.";;
"tournament_a1_3wayBattle.dialogueList23.dialogueContent1.words";"PLACEHOLDER Our Employer has kindly added taking this group to contract. If we want to get paid we need to take them out.";"PLACEHOLDER Our Employer has kindly added taking this group to contract. If we want to get paid we need to take them out.";;
"tournament_a1_3wayBattle.dialogueList24.dialogueContent0.words";"PLACEHOLDER Another {TEAM_EMP.FactionDef.Demonym} lance has dropped in Commander! This is the Secondary Objective Version.";"PLACEHOLDER Another {TEAM_EMP.FactionDef.Demonym} lance has dropped in Commander! This is the Secondary Objective Version.";;
"tournament_a1_3wayBattle.dialogueList24.dialogueContent1.words";"PLACEHOLDER Our Employer has kindly added taking this group to contract as a bonus. If we want to make some extra C-bills we can take them out if we want.";"PLACEHOLDER Our Employer has kindly added taking this group to contract as a bonus. If we want to make some extra C-bills we can take them out if we want.";;
"tournament_a1_3wayBattle.dialogueList25.dialogueContent0.words";"PLACEHOLDER More {TEAM_EMP.FactionDef.Demonym} forces on the field. This is the Primary Objective Version.";"PLACEHOLDER More {TEAM_EMP.FactionDef.Demonym} forces on the field. This is the Primary Objective Version.";;
"tournament_a1_3wayBattle.dialogueList25.dialogueContent1.words";"PLACEHOLDER Our Employer has kindly added taking this group to contract. If we want to get paid we need to take them out.";"PLACEHOLDER Our Employer has kindly added taking this group to contract. If we want to get paid we need to take them out.";;
"tournament_a1_3wayBattle.dialogueList26.dialogueContent0.words";"PLACEHOLDER More {TEAM_EMP.FactionDef.Demonym} forces on the field. This is the Secondary Objective Version.";"PLACEHOLDER More {TEAM_EMP.FactionDef.Demonym} forces on the field. This is the Secondary Objective Version.";;
"tournament_a1_3wayBattle.dialogueList26.dialogueContent1.words";"PLACEHOLDER Our Employer has kindly added taking this group to contract as a bonus. If we want to make some extra C-bills we can take them out if we want.";"PLACEHOLDER Our Employer has kindly added taking this group to contract as a bonus. If we want to make some extra C-bills we can take them out if we want.";;
"tournament_a1_3wayBattle.dialogueList30.dialogueContent0.words";"We've got an unidentified Leopard hanging out in high orbit, Commander. Could be another surprise, like Agent Jones.";"We've got an unidentified Leopard hanging out in high orbit, Commander. Could be another surprise, like Agent Jones.";;
"tournament_a1_3wayBattle.dialogueList30.dialogueContent1.words";"Could be, but Gigante isn't making any grand announcements this time. That's kind of an alarming change of pace, don't you think?";"Could be, but Gigante isn't making any grand announcements this time. That's kind of an alarming change of pace, don't you think?";;
"tournament_a1_3wayBattle.dialogueList30.dialogueContent2.words";"Maybe. Who knows? Just keep focused on the fight, Commander. We'll deal with any surprises if and when they appear.";"Maybe. Who knows? Just keep focused on the fight, Commander. We'll deal with any surprises if and when they appear.";;
"tournament_a1_3wayBattle.dialogueList31.dialogueContent0.words";"PLACHEHOLDER (Hostile to All Secondary). In bound hostile Dropship detected, drop zone marked.";"PLACHEHOLDER (Hostile to All Secondary). In bound hostile Dropship detected, drop zone marked.";;
"tournament_a1_3wayBattle.dialogueList32.dialogueContent0.words";"PLACHEHOLDER (Additional Target Forces Primary). In bound hostile Dropship detected, drop zone marked.";"PLACHEHOLDER (Additional Target Forces Primary). In bound hostile Dropship detected, drop zone marked.";;
"tournament_a1_3wayBattle.dialogueList33.dialogueContent0.words";"PLACHEHOLDER (Additional Target Forces Secondary). In bound hostile Dropship detected, drop zone marked.";"PLACHEHOLDER (Additional Target Forces Secondary). In bound hostile Dropship detected, drop zone marked.";;
"tournament_a1_3wayBattle.dialogueList34.dialogueContent0.words";"PLACHEHOLDER (Additional Dropped Target Forces 2 Primary). In bound hostile Dropship detected, drop zone marked.";"PLACHEHOLDER (Additional Dropped Target Forces 2 Primary). In bound hostile Dropship detected, drop zone marked.";;
"tournament_a1_3wayBattle.dialogueList35.dialogueContent0.words";"PLACHEHOLDER (Additional Target Forces 2 Secondary). In bound hostile Dropship detected, drop zone marked.";"PLACHEHOLDER (Additional Target Forces 2 Secondary). In bound hostile Dropship detected, drop zone marked.";;
"tournament_a1_3wayBattle.dialogueList36.dialogueContent0.words";"PLACHEHOLDER (Additional Dropped Forces Enemy Ally Primary). In bound hostile Dropship detected, drop zone marked.";"PLACHEHOLDER (Additional Dropped Forces Enemy Ally Primary). In bound hostile Dropship detected, drop zone marked.";;
"tournament_a1_3wayBattle.dialogueList37.dialogueContent0.words";"PLACHEHOLDER (Additional Dropped Forces Enemy Ally Secondary) . In bound hostile Dropship detected, drop zone marked.";"PLACHEHOLDER (Additional Dropped Forces Enemy Ally Secondary) . In bound hostile Dropship detected, drop zone marked.";;
"tournament_a1_3wayBattle.dialogueList38.dialogueContent0.words";"PLACEHOLDER Commander, our {TEAM_EMP.FactionDef.Demonym} friends have deployed forces to assist in our operation here. This is the Primary version.";"PLACEHOLDER Commander, our {TEAM_EMP.FactionDef.Demonym} friends have deployed forces to assist in our operation here. This is the Primary version.";;
"tournament_a1_3wayBattle.dialogueList38.dialogueContent1.words";"PLACEHOLDER That's an affirmative, XO Olivera. We're on station and will provie support to achieve the primary objective. When it's destoryed we have orders to proceed to our Evac.";"PLACEHOLDER That's an affirmative, XO Olivera. We're on station and will provie support to achieve the primary objective. When it's destoryed we have orders to proceed to our Evac.";;
"tournament_a1_3wayBattle.dialogueList38.dialogueContent2.words";"PLACEHOLDER. Understood Lance leader, glad to have you with us.";"PLACEHOLDER. Understood Lance leader, glad to have you with us.";;
"tournament_a1_3wayBattle.dialogueList39.dialogueContent0.words";"PLACEHOLDER Commander, our {TEAM_EMP.FactionDef.Demonym} friends have deployed forces to assist in our operation here. This is the Secondary version.";"PLACEHOLDER Commander, our {TEAM_EMP.FactionDef.Demonym} friends have deployed forces to assist in our operation here. This is the Secondary version.";;
"tournament_a1_3wayBattle.dialogueList39.dialogueContent1.words";"PLACEHOLDER That's an affirmative, XO Olivera. We're on station and will provie support to achieve the primary objective. When it's destoryed we have orders to proceed to our Evac.";"PLACEHOLDER That's an affirmative, XO Olivera. We're on station and will provie support to achieve the primary objective. When it's destoryed we have orders to proceed to our Evac.";;
"tournament_a1_3wayBattle.dialogueList39.dialogueContent2.words";"PLACEHOLDER. Understood Lance leader, glad to have you with us.";"PLACEHOLDER. Understood Lance leader, glad to have you with us.";;
"tournament_a1_3wayBattle.dialogueList40.dialogueContent0.words";"PLACEHOLDER. Looks like we have some unexpeted support from {TEAM_EMP_ALLY.FactionDef.Demonym} forces. This is the Primary version.";"PLACEHOLDER. Looks like we have some unexpeted support from {TEAM_EMP_ALLY.FactionDef.Demonym} forces. This is the Primary version.";;
"tournament_a1_3wayBattle.dialogueList40.dialogueContent1.words";"PLACEHOLDER. Glad we could make it to the party Commander. Our orders are to assist in the Primary Objective and once elimated head for Evac.";"PLACEHOLDER. Glad we could make it to the party Commander. Our orders are to assist in the Primary Objective and once elimated head for Evac.";;
"tournament_a1_3wayBattle.dialogueList40.dialogueContent2.words";"PLACEHOLDER. Copy that lance leader.";"PLACEHOLDER. Copy that lance leader.";;
"tournament_a1_3wayBattle.dialogueList41.dialogueContent0.words";"PLACEHOLDER. Looks like we have some unexpeted support from {TEAM_EMP_ALLY.FactionDef.Demonym} forces. This is the Secondary version.";"PLACEHOLDER. Looks like we have some unexpeted support from {TEAM_EMP_ALLY.FactionDef.Demonym} forces. This is the Secondary version.";;
"tournament_a1_3wayBattle.dialogueList41.dialogueContent1.words";"PLACEHOLDER. Glad we could make it to the party Commander. Our orders are to assist in the Primary Objective and once elimated head for Evac.";"PLACEHOLDER. Glad we could make it to the party Commander. Our orders are to assist in the Primary Objective and once elimated head for Evac.";;
"tournament_a1_3wayBattle.dialogueList41.dialogueContent2.words";"PLACEHOLDER. Copy that lance leader.";"PLACEHOLDER. Copy that lance leader.";;
"tournament_b1_3wayBattle.contractName";"Tournament of Champions II";"Tournament of Champions II";;
"tournament_b1_3wayBattle.shortDescription";"Professor Mencius Horvat is waiting for you in the Tournament arena. He expects you to play by his rules—to let him lead a pair of your MechWarriors like lambs to the slaughter. Instead, you're going to show him the kind of firepower that your company can really bring down. Destroy him, and the MIIO will reward you accordingly.";"Professor Mencius Horvat is waiting for you in the Tournament arena. He expects you to play by his rules—to let him lead a pair of your MechWarriors like lambs to the slaughter. Instead, you're going to show him the kind of firepower that your company can really bring down. Destroy him, and the MIIO will reward you accordingly.";;
"tournament_b1_3wayBattle.longDescription";"She got through that entire briefing without saying, ""The hunter will become the hunted."" I'm pleasantly surprised.";"She got through that entire briefing without saying, ""The hunter will become the hunted."" I'm pleasantly surprised.";;
"tournament_b1_3wayBattle.objectiveList0.title";"Defeat Tournament Finalists";"Defeat Tournament Finalists";;
"tournament_b1_3wayBattle.objectiveList1.title";"Destroy Professor Horvat's Lance";"Destroy Professor Horvat's Lance";;
"tournament_b1_3wayBattle.objectiveList2.title";"Objective_Empty_HiddenFlag_HostileToAllChunkActive";"Objective_Empty_HiddenFlag_HostileToAllChunkActive";;
"tournament_b1_3wayBattle.objectiveList3.title";"Hidden Hostile to All Drop Timer";"Hidden Hostile to All Drop Timer";;
"tournament_b1_3wayBattle.objectiveList4.title";"Hidden Hostile to ALL AI Timer";"Hidden Hostile to ALL AI Timer";;
"tournament_b1_3wayBattle.objectiveList5.title";"Destroy Opposing {TEAM_HOST.FactionDef.Demonym} Forces";"Destroy Opposing {TEAM_HOST.FactionDef.Demonym} Forces";;
"tournament_b1_3wayBattle.objectiveList6.title";"Objective_Empty_HostileToAll_Flag_Secondary";"Objective_Empty_HostileToAll_Flag_Secondary";;
"tournament_b1_3wayBattle.objectiveList7.title";"Hidden Hostile to All Drop Timer";"Hidden Hostile to All Drop Timer";;
"tournament_b1_3wayBattle.objectiveList8.title";"Hidden Hostile to ALL AI Timer";"Hidden Hostile to ALL AI Timer";;
"tournament_b1_3wayBattle.objectiveList9.title";"Destroy Additional Enemy Forces";"Destroy Additional Enemy Forces";;
"tournament_b1_3wayBattle.objectiveList10.title";"Hidden Target Primary Drop Timer";"Hidden Target Primary Drop Timer";;
"tournament_b1_3wayBattle.objectiveList11.title";"Hidden Target Primary AI Swap Timer";"Hidden Target Primary AI Swap Timer";;
"tournament_b1_3wayBattle.objectiveList12.title";"Empty Do Additonal Forces Primary Autocomplete Flag";"Empty Do Additonal Forces Primary Autocomplete Flag";;
"tournament_b1_3wayBattle.objectiveList13.title";"Eliminate Pirate Reinforcements";"Eliminate Pirate Reinforcements";;
"tournament_b1_3wayBattle.objectiveList14.title";"Hidden Target Primary Drop Timer";"Hidden Target Primary Drop Timer";;
"tournament_b1_3wayBattle.objectiveList15.title";"Hidden Target Primary AI Swap Timer";"Hidden Target Primary AI Swap Timer";;
"tournament_b1_3wayBattle.objectiveList16.title";"Empty Do Additonal Forces Secondary Autocomplete Flag";"Empty Do Additonal Forces Secondary Autocomplete Flag";;
"tournament_b1_3wayBattle.objectiveList17.title";"Destroy Additional Enemy Reinforcements";"Destroy Additional Enemy Reinforcements";;
"tournament_b1_3wayBattle.objectiveList18.title";"Hidden Target Primary Drop Timer";"Hidden Target Primary Drop Timer";;
"tournament_b1_3wayBattle.objectiveList19.title";"Hidden Target Primary AI Swap Timer";"Hidden Target Primary AI Swap Timer";;
"tournament_b1_3wayBattle.objectiveList20.title";"Empty Do Additonal Forces 2 Primary Autocomplete Flag";"Empty Do Additonal Forces 2 Primary Autocomplete Flag";;
"tournament_b1_3wayBattle.objectiveList21.title";"Destroy Additional Enemy Reinforcements";"Destroy Additional Enemy Reinforcements";;
"tournament_b1_3wayBattle.objectiveList22.title";"Hidden Target Primary Drop Timer";"Hidden Target Primary Drop Timer";;
"tournament_b1_3wayBattle.objectiveList23.title";"Hidden Target Primary AI Swap Timer";"Hidden Target Primary AI Swap Timer";;
"tournament_b1_3wayBattle.objectiveList24.title";"Empty Do Additonal Forces 2 Secondary Autocomplete Flag";"Empty Do Additonal Forces 2 Secondary Autocomplete Flag";;
"tournament_b1_3wayBattle.objectiveList25.title";"Destroy Additional Enemy Allied Reinforcements";"Destroy Additional Enemy Allied Reinforcements";;
"tournament_b1_3wayBattle.objectiveList26.title";"Hidden Target Primary Drop Timer";"Hidden Target Primary Drop Timer";;
"tournament_b1_3wayBattle.objectiveList27.title";"Hidden Target Primary AI Swap Timer";"Hidden Target Primary AI Swap Timer";;
"tournament_b1_3wayBattle.objectiveList28.title";"Empty Do Additonal Forces Primary Autocomplete Flag";"Empty Do Additonal Forces Primary Autocomplete Flag";;
"tournament_b1_3wayBattle.objectiveList29.title";"Destroy Additional Enemy Allied Reinforcements";"Destroy Additional Enemy Allied Reinforcements";;
"tournament_b1_3wayBattle.objectiveList30.title";"Hidden Target Primary Drop Timer";"Hidden Target Primary Drop Timer";;
"tournament_b1_3wayBattle.objectiveList31.title";"Hidden Target Primary AI Swap Timer";"Hidden Target Primary AI Swap Timer";;
"tournament_b1_3wayBattle.objectiveList32.title";"Empty Do Additonal Forces Secondary Autocomplete Flag";"Empty Do Additonal Forces Secondary Autocomplete Flag";;
"tournament_b1_3wayBattle.objectiveList33.title";"Destroy the Enemy Allied Forces";"Destroy the Enemy Allied Forces";;
"tournament_b1_3wayBattle.objectiveList34.title";"Objective_Empty_HasSeenEnemyAllyLance_Primary";"Objective_Empty_HasSeenEnemyAllyLance_Primary";;
"tournament_b1_3wayBattle.objectiveList35.title";"Destroy the Enemy Allied Forces";"Destroy the Enemy Allied Forces";;
"tournament_b1_3wayBattle.objectiveList36.title";"Objective_Empty_HasSeenEnemyAllyLance_Secondary";"Objective_Empty_HasSeenEnemyAllyLance_Secondary";;
"tournament_b1_3wayBattle.objectiveList37.title";"All of {COMPANY.CompanyName} Lance must survive";"All of {COMPANY.CompanyName} Lance must survive";;
"tournament_b1_3wayBattle.objectiveList38.title";"All of {COMPANY.CompanyName} Lance must survive";"All of {COMPANY.CompanyName} Lance must survive";;
"tournament_b1_3wayBattle.objectiveList39.title";"Unit one of {COMPANY.CompanyName} must survive";"Unit one of {COMPANY.CompanyName} must survive";;
"tournament_b1_3wayBattle.objectiveList40.title";"Unit one of {COMPANY.CompanyName} must survive";"Unit one of {COMPANY.CompanyName} must survive";;
"tournament_b1_3wayBattle.objectiveList41.title";"Get to the evac zone";"Get to the evac zone";;
"tournament_b1_3wayBattle.objectiveList42.title";"Objective_Empty_FirstContractFlag";"Objective_Empty_FirstContractFlag";;
"tournament_b1_3wayBattle.objectiveList43.title";"Hidden Open Player Evac Objective";"Hidden Open Player Evac Objective";;
"tournament_b1_3wayBattle.objectiveList44.title";"OFF";"OFF";;
"tournament_b1_3wayBattle.objectiveList45.title";"Ensure {TEAM_EMP.FactionDef.Demonym} Lance safely evacs.";"Ensure {TEAM_EMP.FactionDef.Demonym} Lance safely evacs.";;
"tournament_b1_3wayBattle.objectiveList46.title";"The {TEAM_EMP.FactionDef.Demonym} lance must reach the evac zone";"The {TEAM_EMP.FactionDef.Demonym} lance must reach the evac zone";;
"tournament_b1_3wayBattle.objectiveList47.title";"Empty_Employer_IsActiveFlag_Primary";"Empty_Employer_IsActiveFlag_Primary";;
"tournament_b1_3wayBattle.objectiveList48.title";"OFF";"OFF";;
"tournament_b1_3wayBattle.objectiveList49.title";"Ensure {TEAM_EMP.FactionDef.Demonym} Lance safely evacs.";"Ensure {TEAM_EMP.FactionDef.Demonym} Lance safely evacs.";;
"tournament_b1_3wayBattle.objectiveList50.title";"The {TEAM_EMP.FactionDef.Demonym} lance must reach the evac zone";"The {TEAM_EMP.FactionDef.Demonym} lance must reach the evac zone";;
"tournament_b1_3wayBattle.objectiveList51.title";"Empty_Employer_IsActiveFlag_Secondary";"Empty_Employer_IsActiveFlag_Secondary";;
"tournament_b1_3wayBattle.objectiveList52.title";"OFF";"OFF";;
"tournament_b1_3wayBattle.objectiveList53.title";"Ensure {TEAM_EMP_ALLY.FactionDef.Demonym} Lance safely evacs.";"Ensure {TEAM_EMP_ALLY.FactionDef.Demonym} Lance safely evacs.";;
"tournament_b1_3wayBattle.objectiveList54.title";"Escort friendlies to evac point";"Escort friendlies to evac point";;
"tournament_b1_3wayBattle.objectiveList55.title";"Empty_EmployerAlly_IsActiveFlag_Primary";"Empty_EmployerAlly_IsActiveFlag_Primary";;
"tournament_b1_3wayBattle.objectiveList56.title";"OFF";"OFF";;
"tournament_b1_3wayBattle.objectiveList57.title";"Ensure {TEAM_EMP_ALLY.FactionDef.Demonym} Lance safely evacs.";"Ensure {TEAM_EMP_ALLY.FactionDef.Demonym} Lance safely evacs.";;
"tournament_b1_3wayBattle.objectiveList58.title";"Escort friendlies to evac point";"Escort friendlies to evac point";;
"tournament_b1_3wayBattle.objectiveList59.title";"Empty_EmployerAlly_IsActiveFlag_Secondary";"Empty_EmployerAlly_IsActiveFlag_Secondary";;
"tournament_b1_3wayBattle.objectiveList60.title";"AllPrimaryTargetsDestroyedFlag";"AllPrimaryTargetsDestroyedFlag";;
"tournament_b1_3wayBattle.objectiveList61.title";"TimerObjective_HostileToAll_Primary";"TimerObjective_HostileToAll_Primary";;
"tournament_b1_3wayBattle.objectiveList62.title";"TimerObjective_HostileToAll_Secondary";"TimerObjective_HostileToAll_Secondary";;
"tournament_b1_3wayBattle.objectiveList63.title";"TimerObjective_1RoundSafety_AddForces_Primary";"TimerObjective_1RoundSafety_AddForces_Primary";;
"tournament_b1_3wayBattle.objectiveList64.title";"TimerObjective_1RoundSafety_AddForces_Secondary";"TimerObjective_1RoundSafety_AddForces_Secondary";;
"tournament_b1_3wayBattle.objectiveList65.title";"TimerObjective_1RoundSafety_AddForces2_Primary";"TimerObjective_1RoundSafety_AddForces2_Primary";;
"tournament_b1_3wayBattle.objectiveList66.title";"TimerObjective_1RoundSafety_AddForces2_Secondary";"TimerObjective_1RoundSafety_AddForces2_Secondary";;
"tournament_b1_3wayBattle.objectiveList67.title";"TimerObjective_1RoundSafety_AddForces_EnemyAlly_Primary";"TimerObjective_1RoundSafety_AddForces_EnemyAlly_Primary";;
"tournament_b1_3wayBattle.objectiveList68.title";"TimerObjective_1RoundSafety_AddForces_EnemyAlly_Secondary";"TimerObjective_1RoundSafety_AddForces_EnemyAlly_Secondary";;
"tournament_b1_3wayBattle.objectiveList69.title";"TimerObjective_1RoundSafety_AddForces_EnemyAlly_Secondary";"TimerObjective_1RoundSafety_AddForces_EnemyAlly_Secondary";;
"tournament_b1_3wayBattle.objectiveList0.description";"ATTN ANDREW";"ATTN ANDREW";;
"tournament_b1_3wayBattle.objectiveList1.description";"ATTN ANDREW";"ATTN ANDREW";;
"tournament_b1_3wayBattle.objectiveList13.description";"ATTN ANDREW";"ATTN ANDREW";;
"tournament_b1_3wayBattle.dialogueList0.dialogueContent0.words";"So, {COMMANDER.Callsign}. You have elected to violate the rules of my Tournament. You've decided to kill me, perhaps? To take on the great hunter in his den?";"So, {COMMANDER.Callsign}. You have elected to violate the rules of my Tournament. You've decided to kill me, perhaps? To take on the great hunter in his den?";;
"tournament_b1_3wayBattle.dialogueList0.dialogueContent1.words";"Something like that.";"Something like that.";;
"tournament_b1_3wayBattle.dialogueList0.dialogueContent2.words";"What a welcome diversion this is! Truly glorious. I had <i>intended</i> to challenge your MechWarriors when the Tournament was finished, as is my custom—to put them to the final test. Instead, you've provided me with a <i>full lance</i> of quarry to hunt down and slaughter. We'll enjoy this, won't we, Gigante?";"What a welcome diversion this is! Truly glorious. I had <i>intended</i> to challenge your MechWarriors when the Tournament was finished, as is my custom—to put them to the final test. Instead, you've provided me with a <i>full lance</i> of quarry to hunt down and slaughter. We'll enjoy this, won't we, Gigante?";;
"tournament_b1_3wayBattle.dialogueList0.dialogueContent3.words";"As you say, Professor Horvat. When we enter the arena, I will personally rend these overconfident fools limb from quivering limb.";"As you say, Professor Horvat. When we enter the arena, I will personally rend these overconfident fools limb from quivering limb.";;
"tournament_b1_3wayBattle.dialogueList0.dialogueContent4.words";"There you have it, Commander. Something to look forward to. Between now and then, I present you with the remaining contestants of the Tournament of Champions. I'm sure that they'll keep you occupied until our Drop Pods arrive.";"There you have it, Commander. Something to look forward to. Between now and then, I present you with the remaining contestants of the Tournament of Champions. I'm sure that they'll keep you occupied until our Drop Pods arrive.";;
"tournament_b1_3wayBattle.dialogueList1.dialogueContent0.words";"You've done well, Commander. There's a small army of Federation freight captains out there who'll sleep a whole a lot easier tonight.";"You've done well, Commander. There's a small army of Federation freight captains out there who'll sleep a whole a lot easier tonight.";;
"tournament_b1_3wayBattle.dialogueList1.dialogueContent1.words";"Always a pleasure to do work for the MIIO. Speaking of which, I believe that you owe us a substantial amount of money.";"Always a pleasure to do work for the MIIO. Speaking of which, I believe that you owe us a substantial amount of money.";;
"tournament_b1_3wayBattle.dialogueList1.dialogueContent2.words";"Yes, ma'am, I do. And as soon as the MIIO finishes springing me from this prison cell, I'll be happy to settle up.";"Yes, ma'am, I do. And as soon as the MIIO finishes springing me from this prison cell, I'll be happy to settle up.";;
"tournament_b1_3wayBattle.dialogueList2.dialogueContent0.words";"Your MechWarriors lie dead at my feet, just as I promised! Now take the rest of your pathetic company and go. I have tested you, Commander, and you have been found <i>wanting</i>.";"Your MechWarriors lie dead at my feet, just as I promised! Now take the rest of your pathetic company and go. I have tested you, Commander, and you have been found <i>wanting</i>.";;
"tournament_b1_3wayBattle.dialogueList3.dialogueContent0.words";"PLACEHOLDER. New contacts on sesnors, Commander. These units don't match {TEAM_TAR.FactionDef.ShortName} signatures. We've got a new player on the field.";"PLACEHOLDER. New contacts on sesnors, Commander. These units don't match {TEAM_TAR.FactionDef.ShortName} signatures. We've got a new player on the field.";;
"tournament_b1_3wayBattle.dialogueList4.dialogueContent0.words";"PLACEHOLDER Kilo 1-3 just got smoked! Suffering loses over here, Commander! We're still in the fight, but down one.";"PLACEHOLDER Kilo 1-3 just got smoked! Suffering loses over here, Commander! We're still in the fight, but down one.";;
"tournament_b1_3wayBattle.dialogueList4.dialogueContent1.words";"PLACEHOLDER Grace under fire folks. Lay it on 'em!";"PLACEHOLDER Grace under fire folks. Lay it on 'em!";;
"tournament_b1_3wayBattle.dialogueList5.dialogueContent0.words";"PLACEHOLDER We lost Quebec Two Commander.";"PLACEHOLDER We lost Quebec Two Commander.";;
"tournament_b1_3wayBattle.dialogueList5.dialogueContent1.words";"PLACEHODLER This is Quebec actual return fire and check your rear arc!";"PLACEHODLER This is Quebec actual return fire and check your rear arc!";;
"tournament_b1_3wayBattle.dialogueList6.dialogueContent0.words";"PLACEHOLDER, The {TEAM_EMP.FactionDef.Demonym} has been destroyed.";"PLACEHOLDER, The {TEAM_EMP.FactionDef.Demonym} has been destroyed.";;
"tournament_b1_3wayBattle.dialogueList7.dialogueContent0.words";"PLACEHOLDER our employer's ally forces are lost commander.";"PLACEHOLDER our employer's ally forces are lost commander.";;
"tournament_b1_3wayBattle.dialogueList8.dialogueContent0.words";"PLACEHOLDER, Hark {COMMANDER.Name} here are unexpected {TEAM_TAR_ALLY.FactionDef.Demonym} bad guys are here too. Don't that beat it all. This is the primary objective version.";"PLACEHOLDER, Hark {COMMANDER.Name} here are unexpected {TEAM_TAR_ALLY.FactionDef.Demonym} bad guys are here too. Don't that beat it all. This is the primary objective version.";;
"tournament_b1_3wayBattle.dialogueList8.dialogueContent1.words";"PLACEHOLDER Our Employer has kindly added taking this group to contract. If we want to get paid we need to take them out.";"PLACEHOLDER Our Employer has kindly added taking this group to contract. If we want to get paid we need to take them out.";;
"tournament_b1_3wayBattle.dialogueList9.dialogueContent0.words";"PLACEHOLDER, Hark {COMMANDER.Name} here are unexpected {TEAM_TAR_ALLY.FactionDef.Demonym} bad guys  are here too. Don't that beat it all. This is the secondary objective version.";"PLACEHOLDER, Hark {COMMANDER.Name} here are unexpected {TEAM_TAR_ALLY.FactionDef.Demonym} bad guys  are here too. Don't that beat it all. This is the secondary objective version.";;
"tournament_b1_3wayBattle.dialogueList9.dialogueContent1.words";"PLACEHOLDER Our Employer has kindly added taking this group to contract as a bonus. If we want to make some extra C-bills we can take them out if we want.";"PLACEHOLDER Our Employer has kindly added taking this group to contract as a bonus. If we want to make some extra C-bills we can take them out if we want.";;
"tournament_b1_3wayBattle.dialogueList10.dialogueContent0.words";"PLACEHOLDER Primary targets destroyed Commander.";"PLACEHOLDER Primary targets destroyed Commander.";;
"tournament_b1_3wayBattle.dialogueList10.dialogueContent1.words";"PLACEHOLDER I'm inbound to the LZ Commander.";"PLACEHOLDER I'm inbound to the LZ Commander.";;
"tournament_b1_3wayBattle.dialogueList11.dialogueContent0.words";"Say goodbye to your MechWarriors, Commander. We'll bleed them like lambs, Gigante and I.";"Say goodbye to your MechWarriors, Commander. We'll bleed them like lambs, Gigante and I.";;
"tournament_b1_3wayBattle.dialogueList12.dialogueContent0.words";"PLACEHOLDER The Hostile to All {TEAM_HOST.FactionDef.Demonym} lance has arrived! This is the Secondary Version.";"PLACEHOLDER The Hostile to All {TEAM_HOST.FactionDef.Demonym} lance has arrived! This is the Secondary Version.";;
"tournament_b1_3wayBattle.dialogueList12.dialogueContent1.words";"PLACEHOLDER Our Employer has kindly added taking this group to contract as a bonus. If we want to make some extra C-bills we can take them out if we want.";"PLACEHOLDER Our Employer has kindly added taking this group to contract as a bonus. If we want to make some extra C-bills we can take them out if we want.";;
"tournament_b1_3wayBattle.dialogueList13.dialogueContent0.words";"PLACEHOLDER All our objectives are complete, cover our withdraw Commander.";"PLACEHOLDER All our objectives are complete, cover our withdraw Commander.";;
"tournament_b1_3wayBattle.dialogueList14.dialogueContent0.words";"PLACEHOLDER All our objectives are complete, cover our withdraw Commander.";"PLACEHOLDER All our objectives are complete, cover our withdraw Commander.";;
"tournament_b1_3wayBattle.dialogueList14.dialogueContent1.words";"PLACEHOLDER We won't get paid for covering their evac if we leave before them, plan accodingly Commander.";"PLACEHOLDER We won't get paid for covering their evac if we leave before them, plan accodingly Commander.";;
"tournament_b1_3wayBattle.dialogueList15.dialogueContent0.words";"PLACEHOLDER Thanks for the assist, we're clear.";"PLACEHOLDER Thanks for the assist, we're clear.";;
"tournament_b1_3wayBattle.dialogueList16.dialogueContent0.words";"PLACEHOLDER Thanks for the assist, we're clear.";"PLACEHOLDER Thanks for the assist, we're clear.";;
"tournament_b1_3wayBattle.dialogueList17.dialogueContent0.words";"PLACEHOLDER, That's it Commander we did what we came here to do.";"PLACEHOLDER, That's it Commander we did what we came here to do.";;
"tournament_b1_3wayBattle.dialogueList18.dialogueContent0.words";"PLACEHOLDER, That's it Commander we did what we came here to do.";"PLACEHOLDER, That's it Commander we did what we came here to do.";;
"tournament_b1_3wayBattle.dialogueList18.dialogueContent1.words";"PLACEHOLDER We won't get paid for covering their evac if we leave before them, plan accodingly Commander.";"PLACEHOLDER We won't get paid for covering their evac if we leave before them, plan accodingly Commander.";;
"tournament_b1_3wayBattle.dialogueList19.dialogueContent0.words";"PLACEHOLDER, we're clear of the AO, thanks Commander.";"PLACEHOLDER, we're clear of the AO, thanks Commander.";;
"tournament_b1_3wayBattle.dialogueList20.dialogueContent0.words";"PLACEHOLDER, we're clear of the AO, thanks Commander.";"PLACEHOLDER, we're clear of the AO, thanks Commander.";;
